5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 2 Flow (Veh/5 Minutes),Flow (Veh/5 Minutes),# Lane Points,% Observed
10/02/2018 16:30,25.0,36.0,61.0,2.0,100.0
10/02/2018 16:35,31.0,44.0,75.0,2.0,100.0
10/02/2018 16:40,25.0,42.0,67.0,2.0,100.0
10/02/2018 16:45,28.0,51.0,79.0,2.0,100.0
10/02/2018 16:50,16.0,48.0,64.0,2.0,100.0
10/02/2018 16:55,7.0,23.0,30.0,2.0,100.0
10/02/2018 17:00,11.0,37.0,48.0,2.0,100.0
10/02/2018 17:05,11.0,36.0,47.0,2.0,100.0
10/02/2018 17:10,17.0,39.0,56.0,2.0,100.0
10/02/2018 17:15,6.0,34.0,40.0,2.0,100.0
10/02/2018 17:20,16.0,33.0,49.0,2.0,100.0
10/02/2018 17:25,10.0,36.0,46.0,2.0,100.0
10/02/2018 17:30,11.0,31.0,42.0,2.0,100.0
10/02/2018 17:35,13.0,34.0,47.0,2.0,100.0
10/02/2018 17:40,17.0,39.0,56.0,2.0,100.0
10/02/2018 17:45,13.0,36.0,49.0,2.0,100.0
10/02/2018 17:50,10.0,26.0,36.0,2.0,100.0
10/02/2018 17:55,8.0,33.0,41.0,2.0,100.0
10/02/2018 18:00,13.0,30.0,43.0,2.0,100.0
10/02/2018 18:05,19.0,31.0,50.0,2.0,100.0
10/02/2018 18:10,8.0,34.0,42.0,2.0,100.0
10/02/2018 18:15,3.0,24.0,27.0,2.0,100.0
10/02/2018 18:20,10.0,32.0,42.0,2.0,100.0
10/02/2018 18:25,3.0,19.0,22.0,2.0,100.0
10/02/2018 18:30,2.0,18.0,20.0,2.0,100.0
10/02/2018 18:35,7.0,21.0,28.0,2.0,100.0
10/02/2018 18:40,6.0,24.0,30.0,2.0,100.0
10/02/2018 18:45,5.0,14.0,19.0,2.0,100.0
10/02/2018 18:50,5.0,18.0,23.0,2.0,100.0
10/02/2018 18:55,7.0,18.0,25.0,2.0,100.0
10/02/2018 19:00,4.0,19.0,23.0,2.0,100.0
10/02/2018 19:05,2.0,27.0,29.0,2.0,100.0
10/02/2018 19:10,3.0,22.0,25.0,2.0,100.0
10/02/2018 19:15,2.0,26.0,28.0,2.0,100.0
10/02/2018 19:20,2.0,19.0,21.0,2.0,100.0
10/02/2018 19:25,1.0,17.0,18.0,2.0,100.0
10/02/2018 19:30,1.0,16.0,17.0,2.0,100.0
10/02/2018 19:35,0.0,23.0,23.0,2.0,100.0
10/02/2018 19:40,1.0,18.0,19.0,2.0,100.0
10/02/2018 19:45,0.0,14.0,14.0,2.0,100.0
10/02/2018 19:50,1.0,25.0,26.0,2.0,100.0
10/02/2018 19:55,0.0,13.0,13.0,2.0,100.0
10/02/2018 20:00,1.0,17.0,18.0,2.0,100.0
10/02/2018 20:05,1.0,17.0,18.0,2.0,100.0
10/02/2018 20:10,1.0,19.0,20.0,2.0,100.0
10/02/2018 20:15,0.0,13.0,13.0,2.0,100.0
10/02/2018 20:20,2.0,16.0,18.0,2.0,100.0
10/02/2018 20:25,1.0,15.0,16.0,2.0,100.0
10/02/2018 20:30,0.0,14.0,14.0,2.0,100.0
10/02/2018 20:35,1.0,16.0,17.0,2.0,100.0
10/02/2018 20:40,2.0,10.0,12.0,2.0,100.0
10/02/2018 20:45,1.0,16.0,17.0,2.0,100.0
10/02/2018 20:50,2.0,16.0,18.0,2.0,100.0
10/02/2018 20:55,0.0,6.0,6.0,2.0,100.0
10/03/2018 15:00,10.0,30.0,40.0,2.0,100.0
10/03/2018 15:05,9.0,28.0,37.0,2.0,100.0
10/03/2018 15:10,13.0,35.0,48.0,2.0,100.0
10/03/2018 15:15,8.0,31.0,39.0,2.0,100.0
10/03/2018 15:20,15.0,38.0,53.0,2.0,100.0
10/03/2018 15:25,13.0,34.0,47.0,2.0,100.0
10/03/2018 15:30,15.0,36.0,51.0,2.0,100.0
10/03/2018 15:35,18.0,31.0,49.0,2.0,100.0
10/03/2018 15:40,28.0,40.0,68.0,2.0,100.0
10/03/2018 15:45,26.0,38.0,64.0,2.0,100.0
10/03/2018 15:50,25.0,40.0,65.0,2.0,100.0
10/03/2018 15:55,15.0,33.0,48.0,2.0,100.0
10/03/2018 16:00,26.0,40.0,66.0,2.0,100.0
10/03/2018 16:05,15.0,44.0,59.0,2.0,100.0
10/03/2018 16:10,21.0,45.0,66.0,2.0,100.0
10/03/2018 16:15,21.0,46.0,67.0,2.0,100.0
10/03/2018 16:20,29.0,47.0,76.0,2.0,100.0
10/03/2018 16:25,26.0,41.0,67.0,2.0,100.0
10/03/2018 16:30,30.0,47.0,77.0,2.0,100.0
10/03/2018 16:35,31.0,44.0,75.0,2.0,100.0
10/03/2018 16:40,29.0,46.0,75.0,2.0,100.0
10/03/2018 16:45,27.0,41.0,68.0,2.0,100.0
10/03/2018 16:50,19.0,46.0,65.0,2.0,100.0
10/03/2018 16:55,34.0,52.0,86.0,2.0,100.0
10/03/2018 17:00,13.0,41.0,54.0,2.0,100.0
10/03/2018 17:05,24.0,37.0,61.0,2.0,100.0
10/03/2018 17:10,20.0,37.0,57.0,2.0,100.0
10/03/2018 17:15,21.0,39.0,60.0,2.0,100.0
10/03/2018 17:20,22.0,53.0,75.0,2.0,100.0
10/03/2018 17:25,33.0,50.0,83.0,2.0,100.0
10/03/2018 17:30,24.0,38.0,62.0,2.0,100.0
10/03/2018 17:35,15.0,37.0,52.0,2.0,100.0
10/03/2018 17:40,21.0,38.0,59.0,2.0,100.0
10/03/2018 17:45,19.0,38.0,57.0,2.0,100.0
10/03/2018 17:50,22.0,38.0,60.0,2.0,100.0
10/03/2018 17:55,15.0,37.0,52.0,2.0,100.0
10/03/2018 18:00,22.0,38.0,60.0,2.0,100.0
10/03/2018 18:05,19.0,41.0,60.0,2.0,100.0
10/03/2018 18:10,13.0,32.0,45.0,2.0,100.0
10/03/2018 18:15,10.0,31.0,41.0,2.0,100.0
10/03/2018 18:20,9.0,31.0,40.0,2.0,100.0
10/03/2018 18:25,11.0,25.0,36.0,2.0,100.0
10/03/2018 18:30,9.0,34.0,43.0,2.0,100.0
10/03/2018 18:35,13.0,31.0,44.0,2.0,100.0
10/03/2018 18:40,13.0,21.0,34.0,2.0,100.0
10/03/2018 18:45,10.0,33.0,43.0,2.0,100.0
10/03/2018 18:50,9.0,28.0,37.0,2.0,100.0
10/03/2018 18:55,7.0,34.0,41.0,2.0,100.0
10/03/2018 19:00,6.0,28.0,34.0,2.0,100.0
10/03/2018 19:05,3.0,39.0,42.0,2.0,100.0
10/03/2018 19:10,3.0,36.0,39.0,2.0,100.0
10/03/2018 19:15,2.0,32.0,34.0,2.0,100.0
10/03/2018 19:20,0.0,31.0,31.0,2.0,100.0
10/03/2018 19:25,2.0,25.0,27.0,2.0,100.0
10/03/2018 19:30,2.0,35.0,37.0,2.0,100.0
10/03/2018 19:35,4.0,40.0,44.0,2.0,100.0
10/03/2018 19:40,0.0,39.0,39.0,2.0,100.0
10/03/2018 19:45,4.0,27.0,31.0,2.0,100.0
10/03/2018 19:50,4.0,32.0,36.0,2.0,100.0
10/03/2018 19:55,1.0,24.0,25.0,2.0,100.0
10/03/2018 20:00,1.0,31.0,32.0,2.0,100.0
10/03/2018 20:05,2.0,26.0,28.0,2.0,100.0
10/03/2018 20:10,2.0,25.0,27.0,2.0,100.0
10/03/2018 20:15,0.0,35.0,35.0,2.0,100.0
10/03/2018 20:20,2.0,26.0,28.0,2.0,100.0
10/03/2018 20:25,1.0,23.0,24.0,2.0,100.0
10/03/2018 20:30,2.0,25.0,27.0,2.0,100.0
10/03/2018 20:35,3.0,22.0,25.0,2.0,100.0
10/03/2018 20:40,2.0,23.0,25.0,2.0,100.0
10/03/2018 20:45,1.0,15.0,16.0,2.0,100.0
10/03/2018 20:50,2.0,18.0,20.0,2.0,100.0
10/03/2018 20:55,1.0,23.0,24.0,2.0,100.0
9/20/2018 15:00,13.0,34.0,47.0,2.0,100.0
9/20/2018 15:05,27.0,39.0,66.0,2.0,100.0
9/20/2018 15:10,19.0,37.0,56.0,2.0,100.0
9/20/2018 15:15,14.0,32.0,46.0,2.0,100.0
9/20/2018 15:20,18.0,35.0,53.0,2.0,100.0
9/20/2018 15:25,20.0,34.0,54.0,2.0,100.0
9/20/2018 15:30,21.0,35.0,56.0,2.0,100.0
9/20/2018 15:35,25.0,34.0,59.0,2.0,100.0
9/20/2018 15:40,29.0,39.0,68.0,2.0,100.0
9/20/2018 15:45,36.0,35.0,71.0,2.0,100.0
9/20/2018 15:50,31.0,36.0,67.0,2.0,100.0
9/20/2018 15:55,30.0,39.0,69.0,2.0,100.0
9/20/2018 16:00,26.0,44.0,70.0,2.0,100.0
9/20/2018 16:05,26.0,47.0,73.0,2.0,100.0
9/20/2018 16:10,38.0,45.0,83.0,2.0,100.0
9/20/2018 16:15,31.0,41.0,72.0,2.0,100.0
9/20/2018 16:20,19.0,45.0,64.0,2.0,100.0
9/20/2018 16:25,31.0,45.0,76.0,2.0,100.0
9/20/2018 16:30,23.0,46.0,69.0,2.0,100.0
9/20/2018 16:35,23.0,43.0,66.0,2.0,100.0
9/20/2018 16:40,37.0,47.0,84.0,2.0,100.0
9/20/2018 16:45,31.0,45.0,76.0,2.0,100.0
9/20/2018 16:50,28.0,44.0,72.0,2.0,100.0
9/20/2018 16:55,30.0,40.0,70.0,2.0,100.0
9/20/2018 17:00,17.0,33.0,50.0,2.0,100.0
9/20/2018 17:05,20.0,37.0,57.0,2.0,100.0
9/20/2018 17:10,22.0,36.0,58.0,2.0,100.0
9/20/2018 17:15,21.0,38.0,59.0,2.0,100.0
9/20/2018 17:20,29.0,37.0,66.0,2.0,100.0
9/20/2018 17:25,28.0,36.0,64.0,2.0,100.0
9/20/2018 17:30,21.0,38.0,59.0,2.0,100.0
9/20/2018 17:35,27.0,38.0,65.0,2.0,100.0
9/20/2018 17:40,23.0,38.0,61.0,2.0,100.0
9/20/2018 17:45,30.0,36.0,66.0,2.0,100.0
9/20/2018 17:50,21.0,40.0,61.0,2.0,100.0
9/20/2018 17:55,20.0,38.0,58.0,2.0,100.0
9/20/2018 18:00,21.0,38.0,59.0,2.0,100.0
9/20/2018 18:05,19.0,37.0,56.0,2.0,100.0
9/20/2018 18:10,9.0,30.0,39.0,2.0,100.0
9/20/2018 18:15,14.0,32.0,46.0,2.0,100.0
9/20/2018 18:20,12.0,33.0,45.0,2.0,100.0
9/20/2018 18:25,10.0,31.0,41.0,2.0,100.0
9/20/2018 18:30,14.0,31.0,45.0,2.0,100.0
9/20/2018 18:35,13.0,34.0,47.0,2.0,100.0
9/20/2018 18:40,16.0,33.0,49.0,2.0,100.0
9/20/2018 18:45,12.0,33.0,45.0,2.0,100.0
9/20/2018 18:50,13.0,40.0,53.0,2.0,100.0
9/20/2018 18:55,19.0,31.0,50.0,2.0,100.0
9/20/2018 19:00,7.0,31.0,38.0,2.0,100.0
9/20/2018 19:05,1.0,43.0,44.0,2.0,100.0
9/20/2018 19:10,4.0,36.0,40.0,2.0,100.0
9/20/2018 19:15,2.0,31.0,33.0,2.0,100.0
9/20/2018 19:20,4.0,31.0,35.0,2.0,100.0
9/20/2018 19:25,2.0,38.0,40.0,2.0,100.0
9/20/2018 19:30,0.0,24.0,24.0,2.0,100.0
9/20/2018 19:35,4.0,31.0,35.0,2.0,100.0
9/20/2018 19:40,3.0,39.0,42.0,2.0,100.0
9/20/2018 19:45,3.0,28.0,31.0,2.0,100.0
9/20/2018 19:50,3.0,29.0,32.0,2.0,100.0
9/20/2018 19:55,6.0,34.0,40.0,2.0,100.0
9/20/2018 20:00,3.0,24.0,27.0,2.0,100.0
9/20/2018 20:05,1.0,29.0,30.0,2.0,100.0
9/20/2018 20:10,1.0,41.0,42.0,2.0,100.0
9/20/2018 20:15,2.0,29.0,31.0,2.0,100.0
9/20/2018 20:20,3.0,20.0,23.0,2.0,100.0
9/20/2018 20:25,2.0,30.0,32.0,2.0,100.0
9/20/2018 20:30,1.0,36.0,37.0,2.0,100.0
9/20/2018 20:35,0.0,24.0,24.0,2.0,100.0
9/20/2018 20:40,2.0,25.0,27.0,2.0,100.0
9/20/2018 20:45,4.0,26.0,30.0,2.0,100.0
9/20/2018 20:50,4.0,31.0,35.0,2.0,100.0
9/20/2018 20:55,2.0,20.0,22.0,2.0,100.0
9/21/2018 15:00,38.0,37.0,75.0,2.0,100.0
9/21/2018 15:05,21.0,37.0,58.0,2.0,100.0
9/21/2018 15:10,26.0,39.0,65.0,2.0,100.0
9/21/2018 15:15,26.0,33.0,59.0,2.0,100.0
9/21/2018 15:20,25.0,38.0,63.0,2.0,100.0
9/21/2018 15:25,19.0,37.0,56.0,2.0,100.0
9/21/2018 15:30,20.0,34.0,54.0,2.0,100.0
9/21/2018 15:35,29.0,36.0,65.0,2.0,100.0
9/21/2018 15:40,27.0,31.0,58.0,2.0,100.0
9/21/2018 15:45,27.0,41.0,68.0,2.0,100.0
9/21/2018 15:50,38.0,37.0,75.0,2.0,100.0
9/21/2018 15:55,24.0,37.0,61.0,2.0,100.0
9/21/2018 16:00,38.0,42.0,80.0,2.0,100.0
9/21/2018 16:05,24.0,47.0,71.0,2.0,100.0
9/21/2018 16:10,21.0,39.0,60.0,2.0,100.0
9/21/2018 16:15,22.0,34.0,56.0,2.0,100.0
9/21/2018 16:20,12.0,35.0,47.0,2.0,100.0
9/21/2018 16:25,22.0,40.0,62.0,2.0,100.0
9/21/2018 16:30,15.0,37.0,52.0,2.0,100.0
9/21/2018 16:35,24.0,40.0,64.0,2.0,100.0
9/21/2018 16:40,24.0,44.0,68.0,2.0,100.0
9/21/2018 16:45,21.0,40.0,61.0,2.0,100.0
9/21/2018 16:50,23.0,40.0,63.0,2.0,100.0
9/21/2018 16:55,18.0,34.0,52.0,2.0,100.0
9/21/2018 17:00,23.0,40.0,63.0,2.0,100.0
9/21/2018 17:05,22.0,39.0,61.0,2.0,100.0
9/21/2018 17:10,38.0,37.0,75.0,2.0,100.0
9/21/2018 17:15,33.0,36.0,69.0,2.0,100.0
9/21/2018 17:20,33.0,39.0,72.0,2.0,100.0
9/21/2018 17:25,22.0,38.0,60.0,2.0,100.0
9/21/2018 17:30,14.0,39.0,53.0,2.0,100.0
9/21/2018 17:35,10.0,26.0,36.0,2.0,100.0
9/21/2018 17:40,16.0,32.0,48.0,2.0,100.0
9/21/2018 17:45,10.0,35.0,45.0,2.0,100.0
9/21/2018 17:50,24.0,33.0,57.0,2.0,100.0
9/21/2018 17:55,13.0,33.0,46.0,2.0,100.0
9/21/2018 18:00,17.0,34.0,51.0,2.0,100.0
9/21/2018 18:05,18.0,33.0,51.0,2.0,100.0
9/21/2018 18:10,16.0,30.0,46.0,2.0,100.0
9/21/2018 18:15,16.0,33.0,49.0,2.0,100.0
9/21/2018 18:20,12.0,27.0,39.0,2.0,100.0
9/21/2018 18:25,11.0,24.0,35.0,2.0,100.0
9/21/2018 18:30,13.0,27.0,40.0,2.0,100.0
9/21/2018 18:35,10.0,22.0,32.0,2.0,100.0
9/21/2018 18:40,12.0,29.0,41.0,2.0,100.0
9/21/2018 18:45,11.0,31.0,42.0,2.0,100.0
9/21/2018 18:50,10.0,26.0,36.0,2.0,100.0
9/21/2018 18:55,14.0,31.0,45.0,2.0,100.0
9/21/2018 19:00,13.0,37.0,50.0,2.0,100.0
9/21/2018 19:05,1.0,34.0,35.0,2.0,100.0
9/21/2018 19:10,2.0,36.0,38.0,2.0,100.0
9/21/2018 19:15,2.0,31.0,33.0,2.0,100.0
9/21/2018 19:20,3.0,23.0,26.0,2.0,100.0
9/21/2018 19:25,3.0,32.0,35.0,2.0,100.0
9/21/2018 19:30,2.0,25.0,27.0,2.0,100.0
9/21/2018 19:35,5.0,35.0,40.0,2.0,100.0
9/21/2018 19:40,0.0,32.0,32.0,2.0,100.0
9/21/2018 19:45,1.0,28.0,29.0,2.0,100.0
9/21/2018 19:50,3.0,28.0,31.0,2.0,100.0
9/21/2018 19:55,1.0,34.0,35.0,2.0,100.0
9/21/2018 20:00,3.0,29.0,32.0,2.0,100.0
9/21/2018 20:05,1.0,23.0,24.0,2.0,100.0
9/21/2018 20:10,5.0,24.0,29.0,2.0,100.0
9/21/2018 20:15,1.0,32.0,33.0,2.0,100.0
9/21/2018 20:20,0.0,24.0,24.0,2.0,100.0
9/21/2018 20:25,0.0,22.0,22.0,2.0,100.0
9/21/2018 20:30,5.0,23.0,28.0,2.0,100.0
9/21/2018 20:35,1.0,24.0,25.0,2.0,100.0
9/21/2018 20:40,2.0,27.0,29.0,2.0,100.0
9/21/2018 20:45,2.0,25.0,27.0,2.0,100.0
9/21/2018 20:50,1.0,19.0,20.0,2.0,100.0
9/21/2018 20:55,3.0,24.0,27.0,2.0,100.0
9/24/2018 15:00,11.0,27.0,38.0,2.0,100.0
9/24/2018 15:05,9.0,20.0,29.0,2.0,100.0
9/24/2018 15:10,11.0,36.0,47.0,2.0,100.0
9/24/2018 15:15,15.0,39.0,54.0,2.0,100.0
9/24/2018 15:20,18.0,34.0,52.0,2.0,100.0
9/24/2018 15:25,21.0,32.0,53.0,2.0,100.0
9/24/2018 15:30,18.0,37.0,55.0,2.0,100.0
9/24/2018 15:35,25.0,37.0,62.0,2.0,100.0
9/24/2018 15:40,19.0,36.0,55.0,2.0,100.0
9/24/2018 15:45,22.0,37.0,59.0,2.0,100.0
9/24/2018 15:50,16.0,37.0,53.0,2.0,100.0
9/24/2018 15:55,18.0,28.0,46.0,2.0,100.0
9/24/2018 16:00,11.0,33.0,44.0,2.0,100.0
9/24/2018 16:05,30.0,47.0,77.0,2.0,100.0
9/24/2018 16:10,29.0,38.0,67.0,2.0,100.0
9/24/2018 16:15,27.0,45.0,72.0,2.0,100.0
9/24/2018 16:20,21.0,45.0,66.0,2.0,100.0
9/24/2018 16:25,18.0,42.0,60.0,2.0,100.0
9/24/2018 16:30,16.0,38.0,54.0,2.0,100.0
9/24/2018 16:35,33.0,46.0,79.0,2.0,100.0
9/24/2018 16:40,30.0,47.0,77.0,2.0,100.0
9/24/2018 16:45,25.0,47.0,72.0,2.0,100.0
9/24/2018 16:50,31.0,46.0,77.0,2.0,100.0
9/24/2018 16:55,23.0,42.0,65.0,2.0,100.0
9/24/2018 17:00,11.0,39.0,50.0,2.0,100.0
9/24/2018 17:05,17.0,38.0,55.0,2.0,100.0
9/24/2018 17:10,26.0,38.0,64.0,2.0,100.0
9/24/2018 17:15,31.0,41.0,72.0,2.0,100.0
9/24/2018 17:20,11.0,62.0,73.0,2.0,100.0
9/24/2018 17:25,10.0,31.0,41.0,2.0,100.0
9/24/2018 17:30,22.0,35.0,57.0,2.0,100.0
9/24/2018 17:35,11.0,39.0,50.0,2.0,100.0
9/24/2018 17:40,30.0,36.0,66.0,2.0,100.0
9/24/2018 17:45,23.0,37.0,60.0,2.0,100.0
9/24/2018 17:50,32.0,36.0,68.0,2.0,100.0
9/24/2018 17:55,24.0,38.0,62.0,2.0,100.0
9/24/2018 18:00,24.0,39.0,63.0,2.0,100.0
9/24/2018 18:05,13.0,33.0,46.0,2.0,100.0
9/24/2018 18:10,9.0,39.0,48.0,2.0,100.0
9/24/2018 18:15,13.0,37.0,50.0,2.0,100.0
9/24/2018 18:20,8.0,29.0,37.0,2.0,100.0
9/24/2018 18:25,9.0,27.0,36.0,2.0,100.0
9/24/2018 18:30,7.0,27.0,34.0,2.0,100.0
9/24/2018 18:35,13.0,36.0,49.0,2.0,100.0
9/24/2018 18:40,11.0,20.0,31.0,2.0,100.0
9/24/2018 18:45,10.0,23.0,33.0,2.0,100.0
9/24/2018 18:50,11.0,21.0,32.0,2.0,100.0
9/24/2018 18:55,8.0,24.0,32.0,2.0,100.0
9/24/2018 19:00,1.0,32.0,33.0,2.0,100.0
9/24/2018 19:05,1.0,29.0,30.0,2.0,100.0
9/24/2018 19:10,3.0,24.0,27.0,2.0,100.0
9/24/2018 19:15,4.0,39.0,43.0,2.0,100.0
9/24/2018 19:20,1.0,28.0,29.0,2.0,100.0
9/24/2018 19:25,3.0,30.0,33.0,2.0,100.0
9/24/2018 19:30,0.0,30.0,30.0,2.0,100.0
9/24/2018 19:35,1.0,39.0,40.0,2.0,100.0
9/24/2018 19:40,0.0,33.0,33.0,2.0,100.0
9/24/2018 19:45,2.0,28.0,30.0,2.0,100.0
9/24/2018 19:50,4.0,31.0,35.0,2.0,100.0
9/24/2018 19:55,3.0,25.0,28.0,2.0,100.0
9/24/2018 20:00,1.0,29.0,30.0,2.0,100.0
9/24/2018 20:05,2.0,15.0,17.0,2.0,100.0
9/24/2018 20:10,4.0,26.0,30.0,2.0,100.0
9/24/2018 20:15,4.0,17.0,21.0,2.0,100.0
9/24/2018 20:20,2.0,21.0,23.0,2.0,100.0
9/24/2018 20:25,2.0,30.0,32.0,2.0,100.0
9/24/2018 20:30,2.0,12.0,14.0,2.0,100.0
9/24/2018 20:35,1.0,12.0,13.0,2.0,100.0
9/24/2018 20:40,3.0,21.0,24.0,2.0,100.0
9/24/2018 20:45,2.0,21.0,23.0,2.0,100.0
9/24/2018 20:50,0.0,17.0,17.0,2.0,100.0
9/24/2018 20:55,4.0,13.0,17.0,2.0,100.0
9/25/2018 15:00,14.0,41.0,55.0,2.0,100.0
9/25/2018 15:05,14.0,37.0,51.0,2.0,100.0
9/25/2018 15:10,31.0,42.0,73.0,2.0,100.0
9/25/2018 15:15,27.0,45.0,72.0,2.0,100.0
9/25/2018 15:20,31.0,40.0,71.0,2.0,100.0
9/25/2018 15:25,30.0,38.0,68.0,2.0,100.0
9/25/2018 15:30,32.0,34.0,66.0,2.0,100.0
9/25/2018 15:35,30.0,38.0,68.0,2.0,100.0
9/25/2018 15:40,23.0,37.0,60.0,2.0,100.0
9/25/2018 15:45,28.0,36.0,64.0,2.0,100.0
9/25/2018 15:50,25.0,38.0,63.0,2.0,100.0
9/25/2018 15:55,17.0,35.0,52.0,2.0,100.0
9/25/2018 16:00,21.0,35.0,56.0,2.0,100.0
9/25/2018 16:05,19.0,36.0,55.0,2.0,100.0
9/25/2018 16:10,22.0,40.0,62.0,2.0,100.0
9/25/2018 16:15,29.0,45.0,74.0,2.0,100.0
9/25/2018 16:20,26.0,46.0,72.0,2.0,100.0
9/25/2018 16:25,28.0,45.0,73.0,2.0,100.0
9/25/2018 16:30,28.0,45.0,73.0,2.0,100.0
9/25/2018 16:35,32.0,44.0,76.0,2.0,100.0
9/25/2018 16:40,32.0,46.0,78.0,2.0,100.0
9/25/2018 16:45,30.0,45.0,75.0,2.0,100.0
9/25/2018 16:50,23.0,45.0,68.0,2.0,100.0
9/25/2018 16:55,15.0,44.0,59.0,2.0,100.0
9/25/2018 17:00,14.0,37.0,51.0,2.0,100.0
9/25/2018 17:05,10.0,38.0,48.0,2.0,100.0
9/25/2018 17:10,20.0,35.0,55.0,2.0,100.0
9/25/2018 17:15,18.0,39.0,57.0,2.0,100.0
9/25/2018 17:20,28.0,38.0,66.0,2.0,100.0
9/25/2018 17:25,22.0,36.0,58.0,2.0,100.0
9/25/2018 17:30,23.0,36.0,59.0,2.0,100.0
9/25/2018 17:35,15.0,38.0,53.0,2.0,100.0
9/25/2018 17:40,24.0,37.0,61.0,2.0,100.0
9/25/2018 17:45,11.0,36.0,47.0,2.0,100.0
9/25/2018 17:50,13.0,31.0,44.0,2.0,100.0
9/25/2018 17:55,9.0,27.0,36.0,2.0,100.0
9/25/2018 18:00,8.0,35.0,43.0,2.0,100.0
9/25/2018 18:05,13.0,34.0,47.0,2.0,100.0
9/25/2018 18:10,9.0,39.0,48.0,2.0,100.0
9/25/2018 18:15,12.0,33.0,45.0,2.0,100.0
9/25/2018 18:20,17.0,29.0,46.0,2.0,100.0
9/25/2018 18:25,9.0,27.0,36.0,2.0,100.0
9/25/2018 18:30,8.0,21.0,29.0,2.0,100.0
9/25/2018 18:35,9.0,26.0,35.0,2.0,100.0
9/25/2018 18:40,17.0,30.0,47.0,2.0,100.0
9/25/2018 18:45,8.0,34.0,42.0,2.0,100.0
9/25/2018 18:50,8.0,28.0,36.0,2.0,100.0
9/25/2018 18:55,8.0,31.0,39.0,2.0,100.0
9/25/2018 19:00,9.0,33.0,42.0,2.0,100.0
9/25/2018 19:05,4.0,43.0,47.0,2.0,100.0
9/25/2018 19:10,3.0,35.0,38.0,2.0,100.0
9/25/2018 19:15,4.0,28.0,32.0,2.0,100.0
9/25/2018 19:20,0.0,29.0,29.0,2.0,100.0
9/25/2018 19:25,3.0,35.0,38.0,2.0,100.0
9/25/2018 19:30,2.0,34.0,36.0,2.0,100.0
9/25/2018 19:35,1.0,30.0,31.0,2.0,100.0
9/25/2018 19:40,1.0,34.0,35.0,2.0,100.0
9/25/2018 19:45,2.0,39.0,41.0,2.0,100.0
9/25/2018 19:50,4.0,39.0,43.0,2.0,100.0
9/25/2018 19:55,2.0,29.0,31.0,2.0,100.0
9/25/2018 20:00,3.0,23.0,26.0,2.0,100.0
9/25/2018 20:05,0.0,20.0,20.0,2.0,100.0
9/25/2018 20:10,2.0,25.0,27.0,2.0,100.0
9/25/2018 20:15,2.0,22.0,24.0,2.0,100.0
9/25/2018 20:20,1.0,16.0,17.0,2.0,100.0
9/25/2018 20:25,2.0,37.0,39.0,2.0,100.0
9/25/2018 20:30,3.0,31.0,34.0,2.0,100.0
9/25/2018 20:35,0.0,27.0,27.0,2.0,100.0
9/25/2018 20:40,1.0,24.0,25.0,2.0,100.0
9/25/2018 20:45,1.0,21.0,22.0,2.0,100.0
9/25/2018 20:50,4.0,25.0,29.0,2.0,100.0
9/25/2018 20:55,2.0,11.0,13.0,2.0,100.0
9/26/2018 15:00,13.0,20.0,33.0,2.0,100.0
9/26/2018 15:05,12.0,31.0,43.0,2.0,100.0
9/26/2018 15:10,15.0,35.0,50.0,2.0,100.0
9/26/2018 15:15,9.0,36.0,45.0,2.0,100.0
9/26/2018 15:20,9.0,30.0,39.0,2.0,100.0
9/26/2018 15:25,17.0,30.0,47.0,2.0,100.0
9/26/2018 15:30,15.0,35.0,50.0,2.0,100.0
9/26/2018 15:35,22.0,38.0,60.0,2.0,100.0
9/26/2018 15:40,26.0,38.0,64.0,2.0,100.0
9/26/2018 15:45,20.0,38.0,58.0,2.0,100.0
9/26/2018 15:50,24.0,36.0,60.0,2.0,100.0
9/26/2018 15:55,15.0,27.0,42.0,2.0,100.0
9/26/2018 16:00,25.0,43.0,68.0,2.0,100.0
9/26/2018 16:05,22.0,37.0,59.0,2.0,100.0
9/26/2018 16:10,30.0,44.0,74.0,2.0,100.0
9/26/2018 16:15,29.0,47.0,76.0,2.0,100.0
9/26/2018 16:20,31.0,45.0,76.0,2.0,100.0
9/26/2018 16:25,32.0,44.0,76.0,2.0,100.0
9/26/2018 16:30,38.0,44.0,82.0,2.0,100.0
9/26/2018 16:35,31.0,46.0,77.0,2.0,100.0
9/26/2018 16:40,27.0,46.0,73.0,2.0,100.0
9/26/2018 16:45,27.0,42.0,69.0,2.0,100.0
9/26/2018 16:50,14.0,42.0,56.0,2.0,100.0
9/26/2018 16:55,13.0,40.0,53.0,2.0,100.0
9/26/2018 17:00,16.0,42.0,58.0,2.0,100.0
9/26/2018 17:05,21.0,37.0,58.0,2.0,100.0
9/26/2018 17:10,20.0,38.0,58.0,2.0,100.0
9/26/2018 17:15,22.0,38.0,60.0,2.0,100.0
9/26/2018 17:20,19.0,38.0,57.0,2.0,100.0
9/26/2018 17:25,19.0,37.0,56.0,2.0,100.0
9/26/2018 17:30,20.0,39.0,59.0,2.0,100.0
9/26/2018 17:35,10.0,37.0,47.0,2.0,100.0
9/26/2018 17:40,23.0,38.0,61.0,2.0,100.0
9/26/2018 17:45,24.0,39.0,63.0,2.0,100.0
9/26/2018 17:50,11.0,33.0,44.0,2.0,100.0
